x,y,h
404534.66,5015722.74,0.5139453
404542.76,5015725.06,0.2989856
404557.16,5015730.85,0.3923193
404555.47,5015723.74,0.4583679
404530.45,5015701.11,10.26856
404561.31,5015724.44,0.3920758
404530.37,5015687.88,9.249386
404531.53,5015682.55,10.83822
404543.91,5015690.83,11.90671
404580.6,5015669.42,5.498614
404575,5015675.99,7.721897
404565.72,5015667.24,9.925852
404569.89,5015675.8,7.938016
404558.82,5015676.4,11.36707
404561.8,5015679.6,9.685194
404561.38,5015684.82,8.649566
404549.97,5015674.36,5.748652
404546.03,5015685,10.92738
404556.96,5015694.69,7.081787
404551.96,5015691.02,8.145581
404538.34,5015680.5,11.43509
404513.24,5015680.75,16.89968
404517.2,5015664.35,20.77717
404514.26,5015656.46,18.2491
404522.95,5015659.38,20.06276
404536.14,5015668.1,23.45506
404531.49,5015661.12,26.26939
404539.59,5015658.83,12.07779
404538.06,5015652.49,27.17375
404532.86,5015642.82,19.136
404556.84,5015662.08,21.31094
404542.1,5015647.25,22.79868
404550.02,5015649.8,22.36931
404547.73,5015642.05,18.76497
404553.24,5015642.42,17.60116
404517.58,5015610.11,20.58917
404548.49,5015636.96,21.89892
404556.32,5015630.7,24.2923
404502.13,5015576.05,13.40129
404568.58,5015633.39,20.807
404516.3,5015578.04,13.42778
404555.8,5015614.5,19.98162
404567.27,5015623.89,25.12685
404559.8,5015617.39,21.20981
404558.57,5015610.03,15.99218
404564.18,5015613.1,23.74618
404501.66,5015550.62,20.16449
404556.01,5015599.52,17.5831
404574.55,5015615.66,25.45816
404569.42,5015607.68,23.37687
404559.55,5015593.62,21.45758
404529.05,5015563.98,13.8003
404500.29,5015537.03,12.85132
404566.89,5015595.99,22.80617
404574.28,5015603.46,25.66683
404538.56,5015561.54,17.53001
404574.46,5015587.17,25.10653
404519.79,5015514.42,17.73599
404556.7,5015546.24,17.28714
404550.58,5015535.22,14.9921
404583.16,5015569.68,27.00813
404592.43,5015573.91,14.22195
404534.51,5015504.04,13.35067
404563.1,5015526.51,21.29254
404555.65,5015522.43,18.82663
404563.81,5015522.07,20.14215
404574.12,5015523.04,15.36895
404588.33,5015540.87,14.49531
404593.02,5015526.31,7.958864
404594.93,5015521.06,8.246834
404602.03,5015526.7,11.97299
404598.62,5015522.14,8.513614
404609.2,5015532.9,9.916715
404614.08,5015532.29,8.853868
404604.85,5015522.24,9.688291
404599.03,5015514.85,5.99247
404592.2,5015504.79,9.683083
404607.84,5015518.36,10.81317
404615.78,5015520.73,8.319718
404608.22,5015504.4,4.187155
404615.08,5015511.93,5.956369
404622.1,5015517.09,8.308702
404615.37,5015505.32,7.221065
404624.7,5015510.54,9.108092
404623.5,5015503.67,8.093915
404629.01,5015507.67,8.691157
404653.07,5015531.58,11.07213
404639.55,5015515.43,10.28728
404643.6,5015501.12,13.52527
404640.54,5015507.58,10.24207
404633.22,5015503.14,5.637164
404645.82,5015515.47,8.277905
404678.43,5015503.17,12.66408
404669.6,5015526.41,12.32231
404659.98,5015516.87,8.575191
404596.53,5015590.32,6.461182
404602.4,5015591.43,8.004629
404593.73,5015578.97,7.470737
404617.65,5015593.33,8.042344
404621.9,5015597.52,7.001892
404612.66,5015584.64,7.419191
404614.19,5015577.14,6.401564
404625.46,5015586.8,7.191506
404621.95,5015578.97,8.214326
404633.47,5015581.11,22.40278
404604.17,5015547.96,9.888174
404614.95,5015556.93,10.39495
404613.06,5015547.41,10.468
404646.25,5015577.03,22.04797
404614.72,5015542.22,10.63638
404632.57,5015558.21,11.4749
404630.08,5015549.53,10.91077
404621.43,5015538.88,8.607503
404657.83,5015561.16,13.17351
404644.75,5015542.43,10.46906
404648.41,5015547.51,11.75441
404688.2,5015587.07,10.96503
404659.9,5015538.36,13.61332
404727.98,5015503.52,9.779425
404806.93,5015522.55,1.367051
404765.08,5015537.75,11.01739
404770.71,5015533.84,12.64687
404796.25,5015554.62,19.53992
404605.77,5015628.43,15.9817
404600.48,5015618.22,7.980196
404596.6,5015609.1,9.621301
404609.44,5015621.29,2.67714
404617.44,5015602.59,5.907239
404612.63,5015606.44,3.268187
404602.98,5015602.01,10.55392
404605.12,5015717.5,0.3143353
404622.22,5015716.23,0.4071222
404645.34,5015699.89,1.799006
404657.93,5015708.61,0.3228918
404612.14,5015665.54,8.967415
404654.33,5015704.31,0.5491858
404634.26,5015674.46,4.741664
404642.17,5015677.98,1.262128
404655.13,5015683.52,0.4496081
404650.15,5015675.22,0.7920337
404645.61,5015670.39,0.3540155
404656.36,5015668.68,0.3445142
404669.23,5015704.9,1.187006
404683.65,5015708.7,1.964913
404663.54,5015678.47,0.6743237
404704.65,5015667.33,0.8756458
404689.82,5015666.75,0.2993256
404670.75,5015675.39,0.7729095
404816.92,5015597.35,0.4471551
404844.88,5015711.54,5.202322
404869.65,5015509.24,0.427124
404867.19,5015702.5,0.2480737
404600.93,5015643.31,25.32578
404598.67,5015634.36,24.34155
404607.01,5015636.42,25.59422
404596.26,5015625.66,12.05221
404628.18,5015654.42,23.31099
404615.14,5015638.09,22.25557
404607.87,5015592.84,17.80091
404601.79,5015572.65,17.42041
404596.1,5015560.62,18.27317
404607.06,5015570.07,24.80227
404593.95,5015553.95,20.63341
404616.2,5015566.01,23.06069
404622.33,5015564.58,18.01451
404642.39,5015585,23.06033
404600.28,5015538.94,13.22712
404649.2,5015582.22,21.74239
404637.23,5015568.42,13.61085
404642.35,5015560.52,12.33677
404639.96,5015554.21,12.33016
404629.73,5015534.89,30.55563
404625.83,5015529.58,30.06251
404675.28,5015573.74,21.24821
404635.24,5015530.96,29.00292
404656.61,5015547.6,12.03868
404648.87,5015539.08,10.70748
404633.51,5015519.9,11.49659
404656.21,5015542.43,12.65031
404664.02,5015545.03,13.72067
404725.6,5015598.5,16.9876
404653.73,5015518.03,11.00753
404663.26,5015530.25,11.46329
404652.66,5015511.61,11.43169
404679.28,5015538.68,13.89503
404658.73,5015504.26,14.13429
404670.89,5015515.77,12.00673
404664.1,5015511.94,13.4883
404671.01,5015504.15,12.64542
404677.25,5015511.06,11.12687
404697.99,5015506.02,19.98423
404693.41,5015501.51,20.49007
404717.23,5015509.37,14.22122
404739.89,5015523.91,24.52412
404772.77,5015547.02,14.27186
404796.27,5015548.52,16.00693
404794.33,5015509.65,20.01785
404863.4,5015505.14,18.44184
404508.34,5015794.31,9.573296
404514.25,5015792.14,7.615315
404513.13,5015785.83,0.5441712
404504.35,5015772.64,0.3048816
404520.87,5015785.97,18.01194
404517.55,5015734.04,0.6616541
404517.4,5015744.26,0.3485321
404524,5015755.57,0.4932104
404504.59,5015742.92,0.2566589
404520.13,5015760.09,0.5867481
404508.6,5015747.93,0.6072937
404512.02,5015752.44,0.4070972
404536.95,5015737.04,0.3602698
404532.76,5015742.12,0.3594141
404562.5,5015774.52,18.74761
404546.67,5015772.37,16.8014
404512.69,5015846.03,0.6653284
404501.46,5015817.52,0.6058948
404504.65,5015811.53,0.8170178
404520.31,5015820.89,0.4805725
404554.15,5015766.69,20.30386
404544.02,5015764.1,18.88663
404548.09,5015776.91,19.50727
405104.73,5015503.44,0.2989209
405004.21,5015606.38,0.5649243
405035.4,5015627.77,0.3659991
405082.5,5015595.61,0.2530847
405092.44,5015724.26,0.3381946
405096.95,5015723.62,0.9610059
405107.18,5015722.34,1.429397
405101.24,5015718.79,1.034432
405116.27,5015685.58,0.3324976
405045.41,5015785.46,0.6913574
405089.79,5015785.89,2.41865
405068.41,5015770.04,1.20951
405065.39,5015767.73,1.592731
405113.27,5015783.79,2.486907
405088.67,5015766.31,2.884581
405116.85,5015780.71,1.444158
405072.84,5015751.3,0.3114691
405119.3,5015777.29,0.8184112
405099.99,5015757.61,0.7168945
405092.07,5015747.7,0.9629846
405096.18,5015738.5,0.9230371
405117.4,5015748.43,2.848914
405084.8,5015725.46,0.2661291
405100.69,5015725.02,1.042983
405115.3,5015729.15,1.933158
405014.96,5015838.16,0.2474597
405029.49,5015827.77,0.3289978
405035.46,5015827.69,1.340441
405034.98,5015821.41,2.521172
405029.22,5015813.16,1.762612
405040.67,5015817.04,1.284803
405050.87,5015824.34,0.3636041
405045.26,5015810.13,2.793336
405041.19,5015805.45,2.036161
405049.33,5015804.62,2.771014
405049.79,5015790.39,0.741853
405080.54,5015844.11,0.7592199
405094.02,5015852.04,0.2795746
405059.76,5015826.75,0.5415003
405072.64,5015830.41,0.839159
405110.68,5015845.8,1.030845
405092.16,5015832.24,0.5221594
405056.38,5015791.64,1.662718
405112.47,5015813.02,1.744823
405082.05,5015792.54,1.406544
405111.6,5015800.49,1.582322
405112.56,5015789.96,1.529632
405024.47,5015910.71,0.3470105
405032.45,5015913.46,0.4403003
405053.42,5015915.83,1.199599
405041.32,5015905.39,0.6936883
405047.56,5015904.38,0.7099286
405037.93,5015882.64,0.4756885
405043.94,5015887.61,0.5496918
405053.84,5015895.31,0.7339154
405061.68,5015913.18,6.00302
405073.28,5015916.89,0.4683905
405066.14,5015911.39,7.046588
405120.62,5015873.05,6.719419
405104.13,5015866.58,0.3999909
405112.52,5015878.77,4.269214
405118.27,5015884.75,9.83019
405086.58,5015867.36,0.9377264
405069.76,5015859.15,0.6216919
405061.55,5015856.26,0.9150397
405087.01,5015873.46,1.11979
405122.91,5015904.49,10.07884
405119.7,5015911.34,10.32796
405083.8,5015897.25,8.095796
405114.9,5015918.82,5.351181
405108.2,5015914.62,13.29599
405079.05,5015902.75,11.94364
405073.16,5015903.01,8.116103
405070.59,5015907.01,7.217414
405011.99,5015950,5.385917
405021.27,5015943.67,0.7841803
405054.06,5015961.15,14.57342
405031.52,5015938.24,1.919204
405035.71,5015938.18,2.249511
405052.74,5015942.24,0.9391485
405040.83,5015930.43,3.343578
405047.48,5015933.26,1.050708
405044.44,5015924.34,3.254285
405049.59,5015923.21,3.100455
405062.37,5015937.3,0.9681256
405120.15,5015950.92,16.80069
405116.53,5015943.33,12.03115
405116,5015939.72,15.38165
405121.61,5015939.54,1.642712
405030.36,5015995.06,0.4614007
405047.78,5015995.75,0.8733746
405055.6,5015998.3,1.001463
405088.72,5015999.34,13.15132
405107.29,5015996.4,19.59762
405006.8,5015976.64,29.93806
405031.79,5015982.46,31.96066
405020.36,5015973.52,31.04086
405027.23,5015977.75,33.36463
405023.18,5015971.45,22.11362
405034.23,5015974.96,30.73655
405059.1,5015985.18,21.31407
405061.9,5015983.58,23.32803
405058.12,5015972.42,21.8894
405065.39,5015976.83,17.32158
405053.1,5015966.72,19.67202
405090.83,5015981.18,21.70227
405092.62,5015976.09,20.66004
405108.29,5015983.72,15.55588
405114.72,5015983.76,21.91021
405095.32,5015972.74,23.3346
405075.48,5015958.92,32.27726
405067.72,5015951.79,28.7379
405119.4,5015979.06,12.9313
405086.19,5015959.92,28.6652
405093.1,5015959.18,13.4458
405071.68,5015946.26,30.79908
405108.71,5015965.31,20.12367
405075.69,5015943.15,31.52104
405089.01,5015950.99,31.76519
405114.02,5015963.01,20.53348
405110.44,5015957.84,18.06612
405088.03,5015943.16,34.09455
405097.53,5015947.26,23.38285
405121.36,5015961.33,23.27433
405074.16,5015931.41,29.75848
405072.07,5015928.64,27.3186
405094.56,5015940.46,32.92888
405089.18,5015936.25,33.59903
405093.28,5015924.16,33.96929
405091.94,5015919.16,31.9311
405109.12,5015927.67,15.6316
405099.07,5015918.88,29.75337
405090.89,5015901.28,26.03521
405102.33,5015889.95,31.82354
405111.22,5015891.69,31.44884
405004.08,5015993.87,24.27426
405023.09,5015988.82,28.39517
405076.97,5015992.23,22.26335
405094.9,5015998.26,28.41973
405089.95,5015986.26,22.31964
405103.09,5015993.1,18.12115
405106.67,5015987.03,16.80302
405116.97,5015990.08,15.61031
405118.23,5015513.71,0.3768018
405236.71,5015511.73,11.19542
405215.54,5015501.71,1.313928
405242.44,5015518.39,11.75174
405207.03,5015500.6,0.4178735
405215.69,5015507.22,1.425924
405202.63,5015500.86,0.3225659
405215.28,5015514.33,1.586933
405202.15,5015509.72,0.2687408
405214.28,5015524.41,6.161314
405195.41,5015589.23,2.782372
405208.17,5015585.09,4.393201
405200.62,5015581,2.749651
405217.07,5015591.01,10.18664
405225.44,5015589.22,7.715671
405215.91,5015584.83,7.666807
405228.83,5015587.17,7.652528
405220.81,5015580.64,7.276535
405210.31,5015575.11,5.986195
405186.54,5015557.14,0.3196973
405213.49,5015569.38,5.883569
405216.82,5015564.56,7.834818
405200.02,5015548.21,0.2199268
405211.79,5015551.45,3.595055
405226.9,5015558.72,8.33858
405201.01,5015537.83,0.2482623
405233.03,5015556.26,5.611874
405212.27,5015545.06,6.099548
405192.49,5015530.64,0.3600543
405201.31,5015531.66,0.3494592
405211.92,5015536.83,6.368145
405217.96,5015540.12,6.451932
405229.73,5015544.65,5.703856
405238.08,5015546.55,7.241588
405233.74,5015542.44,5.814505
405228.48,5015536.83,5.85379
405241.55,5015544.28,7.003021
405241.55,5015528.91,6.925688
405235.97,5015531.49,6.203533
405233.14,5015528.71,6.810926
405241.85,5015534.83,6.787412
405224.75,5015525.15,6.029022
405228.75,5015534.57,5.613909
405235.38,5015536.73,6.284984
405251.87,5015522.06,6.785983
405249.2,5015514.6,9.48344
405268.48,5015512.22,2.66146
405266.24,5015505.02,3.683469
405271.06,5015505.06,2.950513
405248.91,5015535.62,6.34368
405251.87,5015531.82,6.036381
405248.74,5015527.41,6.66723
405253.55,5015527.12,3.041764
405122.67,5015655.76,0.4680536
405135.23,5015657.26,0.593977
405120.67,5015639.24,0.5321527
405146.14,5015651.34,0.3120752
405166.2,5015657.7,8.133541
405159.91,5015651.01,4.335626
405150.95,5015642.22,0.1948316
405170.4,5015654.43,7.388619
405165.74,5015643.54,4.239249
405177.2,5015649.93,7.573979
405148.67,5015632.26,0.2951855
405175.28,5015624.65,6.706892
405151.69,5015609.76,0.4131787
405156.34,5015616.03,0.2782288
405149.33,5015620.4,0.4144354
405179.93,5015643.6,9.46172
405167.92,5015635.72,8.119307
405154.4,5015626.95,0.366394
405154.69,5015634.34,0.4627814
405213.03,5015595.17,7.671649
405218.93,5015602.71,7.878583
405211.46,5015598.65,8.785801
405206.46,5015602.15,6.299949
405197.64,5015597.24,3.940337
405216.14,5015616.97,8.49119
405187.93,5015610.04,7.709479
405193.27,5015617.45,5.879233
405184.15,5015615.13,7.314048
405195.67,5015622.9,8.911838
405191.1,5015630.82,11.05232
405183.24,5015646.3,10.93026
405124.21,5015721.82,0.2935553
405119.5,5015711.12,0.1763348
405125.43,5015704.91,0.3763721
405146.4,5015717.91,1.897676
405158.49,5015723.09,10.13144
405141.78,5015709.23,5.085824
405141.35,5015699.15,5.019551
405152.61,5015705.96,1.327322
405120.9,5015685.75,0.3174854
405148.9,5015701.29,1.061913
405142.65,5015694.77,4.231533
405156.99,5015702.08,1.047277
405153.69,5015697.83,1.732766
405151.09,5015682.43,2.70249
405119.29,5015658.73,0.3322577
405164.54,5015686.66,7.902137
405132.84,5015666.98,0.3944409
405151.7,5015672.83,7.326082
405161.57,5015679.5,7.801353
405162.32,5015671.39,8.118024
405167.59,5015667.77,8.406283
405156.47,5015659.28,8.394975
405166.5,5015663.64,9.881348
405174.94,5015663.9,8.772872
405185.84,5015715.96,10.13828
405464.22,5015519.75,14.74522
405498.23,5015501.94,12.78217
405473.89,5015501.32,14.72393
405492.29,5015512,13.06482
405480.12,5015511.22,5.524865
405485.28,5015516.91,11.80369
405479.31,5015522.26,11.3627
405459.18,5015575.76,14.6069
405475.9,5015559.36,13.19207
405479.33,5015561.18,12.47099
405473.37,5015551.08,13.61831
405443.98,5015525.13,22.58955
405465.82,5015533.68,21.53313
405485.51,5015535.51,12.53184
405491.82,5015540.38,12.11193
405468.85,5015525.92,9.261138
405478.69,5015530.06,11.76379
405473.89,5015528.15,12.47749
405390.96,5015629.86,10.03976
405402.47,5015619.93,11.10582
405424.7,5015629.33,17.83937
405405.15,5015593.85,9.400693
405408.76,5015596.49,9.628512
405408.72,5015610.14,11.85094
405460.08,5015651.87,4.914462
405467.47,5015650.18,5.189384
405498.55,5015619.39,9.923205
405498.99,5015624.98,7.774732
405489.73,5015624.19,8.72212
405478.52,5015622.41,10.64545
405466.71,5015616.98,10.97416
405471.16,5015621.81,10.70289
405490.78,5015632.26,9.290845
405484.34,5015632.34,7.547651
405497.61,5015643.64,7.254045
405468.32,5015627.52,9.146585
405492.93,5015643.49,5.880716
405484.27,5015638.58,3.723914
405499.52,5015650.99,4.937583
405493.98,5015647.95,5.746566
405489.94,5015645.37,5.9848
405481.59,5015643.44,6.89692
405471.36,5015639.92,6.690599
405490.43,5015650.53,8.048354
405493.89,5015652.51,6.813381
405476.56,5015644.79,7.140151
405480.72,5015646.99,5.488833
405485.5,5015652.26,6.290141
405477.3,5015648.89,6.552223
405480.71,5015650.95,7.502476
405381.71,5015697.52,6.885142
405437.16,5015711.91,17.08791
405385.07,5015676.29,10.20685
405396.08,5015681.28,13.3471
405384.58,5015667.94,10.92733
405418.17,5015686.2,8.647259
405422.84,5015680.85,11.75358
405436,5015679.17,2.986176
405441.58,5015671.31,7.166985
405459.82,5015712.29,15.47203
405448.22,5015682.81,6.973384
405452.58,5015685.01,4.816275
405449.66,5015676.68,3.542693
405446.72,5015674.89,3.22281
405456.35,5015681.09,2.511252
405458.81,5015674.37,4.667212
405462.43,5015670.36,3.013204
405462.25,5015666.4,2.356425
405457.11,5015659.59,2.057163
405473.08,5015665.19,5.08289
405478.23,5015666.3,4.339406
405482.79,5015669.19,3.077775
405472.05,5015659.65,6.616354
405481.24,5015661.66,7.180864
405486.35,5015658.91,6.720114
405177.99,5015718.91,12.11496
405167.14,5015713.32,10.2989
405172.4,5015712.19,11.85744
405170.33,5015705.94,10.82179
405189.17,5015711.31,17.01122
405182.54,5015701.24,12.03742
405180.2,5015692.36,11.07883
405195.13,5015701.62,19.88755
405188.11,5015693.32,20.54888
405177.17,5015685.6,9.911019
405191.7,5015691.75,20.75829
405199.03,5015694.06,18.01323
405187.92,5015684.42,18.00175
405180.82,5015679.68,11.84249
405185.5,5015680.13,12.95766
405179.55,5015670.54,12.5195
405200.56,5015684.69,18.59665
405189.15,5015674.8,17.87989
405186.08,5015671.77,11.99864
405198.94,5015680.07,19.07049
405200.67,5015675.83,17.45492
405197.09,5015669.89,18.69527
405190.84,5015666.45,17.98671
405199.11,5015665.56,17.16252
405194.95,5015660.69,17.8546
405188.63,5015651.28,11.79514
405202.57,5015660.65,17.96018
405194.15,5015653.38,16.21223
405194.05,5015636.75,16.37821
405206.85,5015633.22,18.20933
405203.17,5015631.82,17.7237
405206.07,5015624.06,17.68946
405229.17,5015596.52,16.45511
405234.26,5015590.79,16.34782
405238.4,5015587.87,14.14562
405226.56,5015576.32,14.81289
405222.61,5015518.65,12.32683
405231.47,5015519.08,13.10457
405410.41,5015579.86,24.18534
405415.04,5015573.71,25.65494
405425.71,5015580.41,27.21554
405438.84,5015585.18,20.26752
405423.04,5015575.48,28.6129
405407.26,5015565.74,24.52963
405435.68,5015580.65,20.11397
405445.38,5015584.54,16.76036
405440.27,5015581.81,17.29922
405405.67,5015562.77,19.35695
405430.48,5015574.05,27.83509
405433.14,5015571.04,26.9653
405447.66,5015577.29,18.70545
405455.37,5015580.91,14.17087
405444.89,5015575.39,21.31555
405439.4,5015572.94,20.30377
405417.55,5015556.17,29.85952
405466.44,5015580.28,15.0728
405476.86,5015588.32,26.4256
405413.31,5015551.88,25.50269
405447.39,5015569.39,21.69934
405436.87,5015563.18,29.58364
405421.25,5015553.68,25.71152
405418.69,5015549.72,27.47881
405441.34,5015561.42,26.39268
405457.84,5015568.94,18.09944
405429.87,5015553.96,30.52523
405476.39,5015575.71,14.16086
405488.78,5015583.06,12.00718
405458.37,5015564.9,14.88826
405437.13,5015553.86,26.11146
405428.43,5015545.87,26.3193
405421.35,5015542.51,22.50614
405467,5015564.14,14.57358
405443.2,5015551.56,28.16387
405437.3,5015548.49,26.64484
405433.75,5015545.52,28.9051
405422.46,5015538.74,21.64674
405454.54,5015554.07,21.46441
405485.27,5015568.62,14.82595
405459.03,5015555.14,20.35985
405497.55,5015576.3,13.60731
405445.07,5015547.59,29.18899
405439.03,5015544.92,28.17319
405433.02,5015541.66,25.60047
405427.62,5015538.37,24.48443
405483.19,5015565.53,14.04003
405489.52,5015566.51,14.57066
405457.57,5015547.46,19.67854
405438.31,5015537.31,28.25989
405436.16,5015532.8,21.82435
405430.66,5015529.6,23.97238
405449.26,5015541.45,26.48059
405487.46,5015560.48,14.96816
405492.98,5015561.83,14.34004
405484.12,5015557.35,14.85295
405435.3,5015526.55,23.24913
405455.31,5015539.2,20.97403
405488.16,5015554.89,14.50794
405434.75,5015522.41,28.41515
405466.87,5015536.34,21.73641
405483.86,5015544.07,13.24604
405453.43,5015526.26,27.99091
405438.05,5015515.27,23.8065
405448.96,5015518.85,26.52365
405499.21,5015545.88,13.4716
405440.73,5015512.05,23.9508
405458.55,5015522.16,22.59046
405457.08,5015517.43,22.44603
405450.14,5015511.9,24.35453
405480.63,5015527.13,13.06764
405454.49,5015508.71,23.18644
405446.91,5015501.41,24.41623
405490.45,5015525.91,13.91386
405469,5015511.58,19.46284
405461.13,5015505.01,25.80883
405474.23,5015510.74,17.24226
405467.36,5015502.44,26.00529
405473.54,5015506.35,20.08755
405498.78,5015514.58,16.00892
405499.42,5015510.16,16.55823
405390.35,5015689.14,14.14981
405452.06,5015718.04,17.26612
405388.52,5015680.96,12.02806
405404,5015690.12,18.1949
405463.33,5015717.97,14.92869
405456.04,5015713.91,16.23438
405438.62,5015702.73,14.58339
405402.14,5015681.06,14.36399
405407.89,5015685.38,19.07563
405468.26,5015716.63,13.65671
405441.25,5015699.96,15.61975
405397.64,5015675.2,13.88231
405396.72,5015670.02,12.14557
405464.88,5015707.38,13.5257
405401,5015669.01,14.92212
405404.07,5015662.52,15.62315
405399.67,5015659.99,14.3453
405392.11,5015656.48,14.04076
405418.19,5015667.63,14.53919
405413.44,5015657.51,20.40648
405429.83,5015661.53,23.48527
405412.29,5015652.74,25.74901
405419.28,5015655.9,16.85705
405413.93,5015645.81,25.94973
405426.61,5015651.56,21.1756
405438.73,5015658.7,22.27187
405447.75,5015659.88,21.51003
405444.49,5015654.03,21.07445
405422.18,5015641.52,19.63866
405427.12,5015641.93,20.37901
405439.3,5015647.58,17.19812
405408.38,5015627.81,13.2047
405415.71,5015633.05,23.74273
405427.92,5015636.97,20.48418
405439.11,5015641.54,18.11833
405422.77,5015632.68,16.67093
405396.43,5015616,13.11768
405453.52,5015646.16,21.48639
405428.25,5015631.72,21.24672
405416.6,5015625.05,26.70554
405409.33,5015619.4,14.97263
405422.63,5015624.43,19.38174
405412.84,5015617.78,18.78785
405395.68,5015607.14,16.88345
405427.98,5015625.72,20.25258
405419.33,5015616.53,23.77019
405392.44,5015600.84,14.16212
405444.97,5015629.1,24.90508
405441.71,5015627.06,18.53647
405398.04,5015597.56,13.21878
405437.49,5015618.43,27.22679
405442.78,5015621.96,21.48135
405420.07,5015608.44,25.54438
405444.07,5015618.41,21.68621
405452.26,5015620.72,20.66234
405476.28,5015628.15,10.84715
405450.75,5015614.82,20.82262
405420.11,5015597.87,26.3633
405428.31,5015599.05,19.11861
405462.85,5015615.74,13.26439
405421.26,5015593.84,24.34679
405447.83,5015608.15,20.819
405463.64,5015610.68,18.09266
405437.7,5015594.07,19.14904
405452.32,5015602.36,19.45062
405475.23,5015610.31,22.91815
405458.62,5015593.29,15.01125
405455.38,5015588.43,17.73921
405491.34,5015609.19,19.8284
405464.78,5015591.55,14.30307
405480.63,5015598.12,25.77414
405474.46,5015591.85,25.54707
405493.18,5015599.67,20.21177
405485.19,5015592.66,26.88182
405494.06,5015594.76,19.70036
405488.89,5015590.12,23.62225
405496.23,5015589.85,18.51667
405125.56,5015786.07,6.693213
405146.28,5015786.18,2.32124
405143.39,5015782.55,6.081478
405144.22,5015774.95,3.054606
405164.48,5015787.35,10.54155
405132.05,5015768.48,0.2240869
405153.03,5015780.22,0.4858099
405156.82,5015734.25,8.468676
405164,5015743.07,9.824457
405132.22,5015725.64,0.2662708
405144.17,5015741.84,1.794337
405155.94,5015752.14,7.651775
405145.9,5015745.9,1.362739
405163.05,5015758.65,9.123767
405155.91,5015756.89,4.249065
405165.07,5015765.68,9.749014
405154.61,5015762.46,5.11331
405134.08,5015750.3,7.397579
405125.57,5015747.76,0.3328436
405165.96,5015773.32,9.704198
405153.81,5015767.73,2.706237
405136.4,5015759.43,8.886946
405152.5,5015772.81,1.474709
405140.54,5015766.87,3.098205
405166.24,5015781.34,8.629446
405159.77,5015781.75,10.52528
405138.57,5015847.11,5.933806
405144.09,5015850.28,4.056647
405129.02,5015836.78,0.5428851
405161.21,5015853.05,12.644
405154.67,5015847,11.64601
405169.48,5015848.35,9.400017
405153.03,5015836.96,9.126631
405148.91,5015832.05,9.258371
405141.27,5015824.58,1.170181
405129.99,5015818.01,0.9832867
405169.6,5015836.64,8.802073
405153.93,5015825.42,5.245249
405150.14,5015821.36,5.200445
405128.1,5015804.89,0.3490064
405150.19,5015817.24,4.256305
405157.84,5015818.1,8.738194
405153.15,5015814.77,3.554243
405143.64,5015806.49,1.316093
405144.14,5015802.16,1.024664
405156.69,5015810,5.884519
405155.61,5015806.12,2.066129
405161.72,5015804.73,6.92386
405148.5,5015794.89,4.660545
405141.59,5015790.65,0.2632196
405152.28,5015797.23,7.917734
405163.27,5015793.75,9.682296
405342.75,5015726.63,0.2505347
405294.44,5015829.11,15.63008
405283.14,5015812.64,15.16446
405289.03,5015811.4,12.74024
405140.38,5015858.68,13.62199
405128.46,5015858.58,8.838634
405146.11,5015873.17,15.5717
405126.38,5015863.88,7.15945
405137.14,5015874.41,5.10453
405123.74,5015869.8,14.23052
405143.53,5015881.75,12.8708
405133.47,5015882.86,11.4225
405168.16,5015880.34,10.51108
405164.64,5015875.75,4.45509
405159.65,5015871.49,20.99756
405169,5015871.62,11.87132
405164.35,5015859.77,7.214552
405169.13,5015863.45,9.972401
405169.64,5015857.95,8.6603
405134.46,5015912.95,0.1006958
405129.33,5015907.7,8.42589
405135.05,5015887.37,6.659422
405154.23,5015917.86,2.543083
405158.04,5015912.71,1.123212
405156.48,5015890.7,14.62139
405186.4,5015913.73,15.21479
405182.93,5015917.01,12.446
405189.53,5015899.07,14.70833
405248.15,5015892.48,12.29336
405243.62,5015901.01,10.30276
405247.7,5015908.9,1.276301
405194.69,5015888.42,9.085425
405136.63,5015985.37,1.187148
405124.91,5015963.14,19.93042
405130.56,5015956.32,6.392729
405160.37,5015966.29,0.4519342
405127.87,5015946.79,4.396681
405172.69,5015964.01,6.616663
405138.76,5015942.71,8.999072
405164.51,5015956.78,13.04412
405136.22,5015935.38,6.792665
405183.03,5015959.7,3.272522
405150.11,5015939.05,15.1378
405147.06,5015932.58,10.11121
405146.07,5015928.63,5.740777
405151.44,5015925.88,8.049912
405183.33,5015945.6,13.36212
405184.54,5015923.29,14.81737
405188.75,5015956.14,0.4056854
405190.88,5015947.55,0.8255255
405214.52,5015941.68,5.338304
405222.09,5015937.21,3.274924
405225.52,5015931.45,4.569828
405228.32,5015929.72,1.496122
405232.46,5015931.64,2.026704
405244.45,5015920.93,1.824775
405242.85,5015924.54,0.1685498
405239.8,5015922.63,1.860637
405254.85,5015916.88,1.575808
405267.71,5015912.77,1.543292
405256.53,5015901.81,11.56767
405284.26,5015907.94,0.8657867
405258.95,5015893.58,15.29934
405264.93,5015892.53,11.22958
405285.34,5015904.02,0.1618347
405269.12,5015888.37,13.87175
405296.22,5015903.21,1.104973
405305.44,5015887.13,15.30482
405299.53,5015890.19,8.140243
405270.6,5015879.18,15.19798
405266.66,5015878.01,10.37728
405302.84,5015902.38,1.025934
405382.92,5015879.29,7.028279
405379.6,5015884.44,7.638951
